AREACD,P50
E01002940,393000
E01002941,475000
E01002942,425000
E01002949,385500
E01002947,447000
E01002946,371000
E01002950,310000
E01002945,357000
E01002948,385975
E01002952,1862500
E01002954,367475
E01002953,1410000
E01002955,980000
E01002956,900000
E01002957,325000
E01002951,763000
E01002962,475000
E01002963,414000
E01002958,637500
E01002959,1200000
E01002960,557500
E01002961,672000
E01002966,575000
E01002965,460000
E01002964,587500
E01002968,538500
E01002967,500000
E01002970,441500
E01002971,539000
E01002973,
E01002974,720000
E01002972,350625
E01002969,
E01002980,610000
E01002978,524000
E01002977,297500
E01002979,575000
E01002976,502500
E01002975,563000
E01002982,630000
E01002983,595000
E01002985,516500
E01002984,490000
E01002981,645000
E01002986,580000
E01002988,540000
E01002992,495000
E01002991,575000
E01002990,419500
E01002989,510000
E01002987,370000
E01002998,542000
E01002994,396500
E01002999,360000
E01002995,515000
E01002993,420000
E01002997,448000
E01002996,488000
E01003002,381000
E01003005,410500
E01003004,415250
E01003000,492500
E01003003,496750
E01003001,474000
E01003006,735000
E01003010,944240
E01003007,745000
E01003009,412500
E01003008,642750
E01003011,580000
E01003013,825000
E01032582,540000
E01003014,592500
E01003015,332000
E01003017,
E01003016,852000
E01003021,543000
E01003025,430000
E01003020,392000
E01003019,635000
E01003018,561000
E01003022,675000
E01003024,377500
E01003023,474000
E01003029,590000
E01003026,737500
E01003027,1460000
E01003033,746000
E01003030,620250
E01003028,540000
E01003031,467500
E01003032,780000
E01003036,675000
E01003040,572500
E01003038,660000
E01003037,475000
E01003035,547500
E01003039,665000
E01003042,517500
E01003041,455000
E01003034,567475
E01003049,252863
E01003052,
E01003050,550000
E01003044,493750
E01003043,629250
E01003045,
E01003046,320000
E01003048,361000
E01003047,540000
E01003051,475000
E01003053,670000
E01003055,515000
E01003057,500000
E01003058,590000
E01003059,425000
E01003060,459999
E01003061,533750
E01003054,572750
E01003056,540250
E01003067,433500
E01003066,389500
E01003065,402500
E01003068,476500
E01003069,428000
E01003064,515000
E01003070,335000
E01003063,437000
E01003062,493000
E01003077,475000
E01003073,535000
E01003072,600000
E01003074,570000
E01003071,459000
E01003075,310000
E01003076,473500
E01003078,916000
E01003083,596250
E01003081,430000
E01003084,497000
E01003085,725000
E01003082,480000
E01003086,365000
E01003087,277475
E01003079,395000
E01003080,529500
E01003088,630325
E01003096,530000
E01003095,575000
E01003090,520000
E01003089,395000
E01003092,645750
E01003093,180000
E01003091,477560
E01003094,860000
E01033207,715000
E01003104,484250
E01003102,585000
E01003099,627500
E01003101,407500
E01003100,545000
E01003098,492000
E01003097,451000
E01003106,328000
E01003107,600000
E01003105,460000
E01003108,405000
E01003109,1579000
E01003110,630000
E01003112,452500
E01003111,580000
E01003119,450000
E01003114,442500
E01003116,482500
E01003113,400000
E01003120,395000
E01003115,405761
E01003117,480000
E01003118,525000
E01003125,
E01003123,830000
E01003126,350000
E01003121,418000
E01003124,415000
E01003127,478750
E01003128,310000
E01003122,585000
E01003129,610000
E01003132,461500
E01003131,545000
E01003135,465000
E01003130,480000
E01003134,517500
E01003133,403750
E01003138,660000
E01003136,422500
E01003137,400000
E01003140,460000
E01003144,675000
E01003147,499999
E01003145,455000
E01003146,470000
E01003143,500000
E01003142,465000
E01003141,445000
E01003139,387500
E01003151,332750
E01003154,435000
E01003148,565500
E01003149,565000
E01003150,389000
E01003153,426096
E01003152,405000
E01003155,448750
E01003158,665000
E01003159,620000
E01003160,480000
E01003161,623588
E01003162,341250
E01003163,800000
E01003157,950000
E01003156,790000
E01003164,450000
E01003165,415000
E01003166,385000
E01003169,450000
E01003167,774750
E01003170,770000
E01003168,
E01003175,393000
E01003177,565000
E01003178,630000
E01003173,675000
E01003171,428000
E01003172,372000
E01003174,380000
E01003176,
E01003179,340000
E01003187,450000
E01003182,415000
E01003188,420000
E01003183,635000
E01003181,488500
E01003180,645000
E01003186,477500
E01003184,335000
E01003185,484000
E01033208,701000
E01003195,465000
E01003196,360000
E01003197,375000
E01003189,352500
E01003190,285000
E01003191,272500
E01003194,245000
E01003193,458000
E01003192,303750
E01003199,487500
E01003202,398750
E01003203,319000
E01003204,420000
E01003206,563500
E01003201,730000
E01003200,800000
E01003198,635000
E01003205,385000
E01003215,332500
E01003207,360000
E01003209,430000
E01033324,640000
E01003212,525000
E01003210,381000
E01003213,535000
E01003211,425000
E01003214,582500
E01003222,480000
E01003221,400000
E01003218,517500
E01003219,460000
E01003216,406000
E01003223,570000
E01003220,375000
E01003224,480000
E01003217,475000
E01003226,560000
E01003227,600000
E01003228,587500
E01003230,413000
E01003229,445000
E01003231,452500
E01003233,550000
E01003232,647000
E01003225,575000
E01003243,304200
E01003238,312500
E01003239,320000
E01003236,310000
E01003237,325000
E01003240,317500
E01032564,318750
E01003241,
E01003235,426000
E01032565,342500
E01003247,440000
E01003253,360000
E01003250,418000
E01003249,314500
E01003245,380000
E01003248,233500
E01003244,
E01003246,249000
E01003251,315000
E01003252,
E01003261,497500
E01003260,830000
E01003254,685000
E01003255,330000
E01003257,365000
E01003262,401500
E01003256,367500
E01003259,433000
E01003258,345000
E01003268,415000
E01003270,415000
E01003264,402750
E01003265,272500
E01003269,447250
E01003271,450000
E01003263,356500
E01003266,330000
E01003267,390000
E01003275,449000
E01003276,667500
E01003279,670000
E01003274,510300
E01003278,490500
E01003277,490000
E01003273,625000
E01003272,587500
E01003282,475000
E01003283,597500
E01003284,525000
E01003285,390000
E01003286,425000
E01003287,707500
E01003281,602000
E01003280,347500
E01033327,330000
E01003291,330000
E01003290,350000
E01003293,408000
E01003295,430100
E01003296,321000
E01003288,425000
E01033341,314129
E01003292,500800
E01033322,342000
E01033320,295000
E01003301,304000
E01003300,486250
E01003298,
E01003305,256250
E01003297,252500
E01003304,305750
E01003302,345000
E01003303,420000
E01032579,514995
E01003299,613150
E01003309,412500
E01003311,550000
E01003313,345000
E01003315,438000
E01003316,615000
E01003310,376000
E01003308,429000
E01003314,485000
E01003307,620000
E01003312,427500
E01003325,335000
E01003317,390000
E01003318,250000
E01003320,370000
E01003321,390000
E01003322,407000
E01003324,445000
E01003319,321500
E01003323,395000
E01003335,396500
E01003331,295000
E01003334,390000
E01003332,394000
E01003328,450000
E01003329,485100
E01003333,440000
E01003330,530000
E01003326,440000
E01003327,650000
E01003341,1185000
E01003345,422500
E01003338,213000
E01003344,535000
E01003343,630000
E01003342,472500
E01003336,350000
E01003337,329000
E01003340,495000
E01003339,590000
E01003350,
E01003349,316250
E01003346,366250
E01003351,342750
E01003353,396500
E01003352,427500
E01003354,281250
E01003347,
E01003348,395000
E01033325,330000
E01003355,522500
E01003359,635000
E01003358,483000
E01003360,620500
E01003357,316500
E01003356,843000
E01003362,617500
E01003363,510000
E01003364,567500
E01003366,437000
E01003361,590000
E01003365,565000
E01003369,457500
E01003371,652500
E01003372,405000
E01003367,390000
E01003368,458000
E01003370,386000
E01003378,367500
E01003376,368500
E01003379,257500
E01003373,
E01003375,387500
E01003377,168750
E01003374,245000
E01003384,825000
E01003382,600000
E01003381,680000
E01003380,600000
E01003383,835000
E01003385,1025000
E01003387,328000
E01003391,
E01003392,420000
E01003389,390000
E01003386,405000
E01003388,366500
E01003390,205000
E01003398,510500
E01003397,500000
E01003394,473750
E01003395,455000
E01003393,370000
E01003396,657500
E01003400,737500
E01003402,725000
E01003403,1500000
E01003404,522500
E01003399,599995
E01003401,660000
E01003407,318475
E01003408,340000
E01003405,323250
E01003410,300000
E01003406,440000
E01003409,370000
E01003412,325000
E01003413,330000
E01003416,387500
E01003411,477500
E01003415,407500
E01003414,445000
E01003419,410000
E01003418,447500
E01003422,417500
E01003417,442500
E01003420,440000
E01003421,337000
E01003424,1000000
E01003427,272500
E01003428,529000
E01003426,655000
E01003425,825000
E01003423,493500
E01003431,375000
E01003432,370000
E01003435,315000
E01003430,290000
E01003429,413000
E01003434,395000
E01003433,325000
E01003439,437500
E01003441,335000
E01003436,386500
E01003438,382500
E01003437,356500
E01003440,292500
E01003447,373500
E01003442,1550000
E01003445,745000
E01003444,585000
E01003443,1087500
E01003446,396000
E01003451,448000
E01003453,417500
E01003448,357000
E01003449,449750
E01003452,320000
E01003450,413750
E01003455,455000
E01003456,665000
E01003458,597500
E01003454,505000
E01003459,440000
E01003457,915000
E01003462,1150000
E01003461,1512500
E01003460,1180000
E01003463,1330000
E01003464,1700000
E01003465,2987500
E01003470,501250
E01003467,672000
E01003471,548750
E01003466,625000
E01003469,369000
E01003468,565000
E01003473,1075000
E01003477,665000
E01003474,1900000
E01003475,408000
E01003476,1377500
E01003478,945000
E01003472,1010000
E01003479,309000
E01003486,
E01003485,325000
E01003480,405000
E01003481,
E01003482,430000
E01003484,352500
E01003483,
E01003487,
E01003488,239000
E01003490,
E01003489,439998
E01003491,
E01003493,290000
E01003492,394000
E01003494,360000
E01003495,390000
E01003501,345000
E01003502,275000
E01003503,370000
E01003496,
E01003498,225000
E01003499,335000
E01003500,395000
E01003497,392000
E01003509,281250
E01003508,360000
E01033585,435000
E01003511,300000
E01003507,356500
E01033584,
E01003506,
E01003516,297000
E01003518,440000
E01003513,340000
E01003517,355000
E01003514,321250
E01003515,373420
E01003519,385000
E01003512,382500
E01003522,333000
E01003524,315500
E01003523,357500
E01003521,330000
E01003525,399250
E01003526,375000
E01003527,367500
E01003520,440000
E01003528,
E01003529,355000
E01003530,423376
E01003532,440000
E01003531,448250
E01003533,332000
E01003534,367500
E01003535,243000
E01003542,390000
E01003536,340000
E01003537,365000
E01003538,280000
E01003540,330000
E01003539,355500
E01003541,312000
E01003549,352500
E01003550,420000
E01003545,465000
E01003544,455500
E01003547,680000
E01003543,532000
E01003546,469070
E01003548,455500
E01003556,
E01003557,556000
E01003551,484000
E01003553,313500
E01003552,322000
E01003554,410000
E01003555,815000
E01003559,465000
E01003558,326000
E01003567,323500
E01003562,412500
E01003565,405000
E01003561,
E01003560,393500
E01003563,325000
E01003564,386000
E01003566,400000
E01003570,300000
E01003571,235000
E01003574,
E01003569,437500
E01003572,512500
E01003573,
E01003568,330000
E01003580,
E01003575,390000
E01003577,258000
E01003576,255000
E01003578,387500
E01003581,450000
E01003582,350000
E01003579,345000
E01003583,363000
E01003590,
E01003589,445000
E01003584,555000
E01003591,
E01003585,422500
E01003587,290000
E01003586,385000
E01003588,
E01003595,260000
E01003594,340000
E01003598,
E01003599,
E01003592,380000
E01003600,350000
E01003593,317800
E01003596,365000
E01003597,325000
E01003604,325000
E01003607,330000
E01003605,380000
E01003601,397000
E01003606,487500
E01003603,372000
E01003608,338000
E01003602,433500
E01033580,390000
E01033577,480000
E01003609,350000
E01033581,307500
E01003611,210000
E01003618,460000
E01033586,343750
E01003615,335000
E01003616,337500
E01003617,425300
E01003619,427500
E01033583,534250
E01003625,330000
E01003626,420000
E01003629,280000
E01003628,385000
E01003622,397500
E01003621,
E01003623,326000
E01003624,355000
E01003627,
E01003631,337500
E01003635,490000
E01003636,347500
E01003633,350000
E01003637,453250
E01003630,522500
E01003634,460000
E01003632,410000
E01033574,499999
E01033575,342000
E01033576,490000
E01033578,500000
E01033579,332200
E01033582,350000
E01003639,335000
E01003638,415000
E01003640,425000
E01003641,432500
E01003642,455000
E01003643,335000
E01003644,467000
E01003645,318500
E01003646,555500
E01003650,291000
E01003651,550000
E01003652,575000
E01003653,478000
E01003647,479950
E01003648,515000
E01003649,570000
E01003655,530250
E01003657,463000
E01003659,423775
E01003654,527500
E01003660,512500
E01003656,453500
E01003658,465000
E01003666,322000
E01003662,247866
E01003663,380000
E01033592,400000
E01003664,405000
E01003665,410000
E01003661,415000
E01003669,400000
E01003674,403500
E01003673,490000
E01003668,466500
E01003672,355000
E01003671,640000
E01003670,685000
E01003675,470000
E01003676,522500
E01003679,520000
E01003681,300000
E01003680,
E01003678,621000
E01003677,580000
E01003682,550000
E01033591,275000
E01003689,
E01003686,426500
E01003688,
E01003683,370000
E01003685,
E01003684,390500
E01003694,
E01003692,483500
E01003693,594000
E01003690,579000
E01003695,347000
E01003691,520000
E01003696,485000
E01003697,560000
E01003699,320000
E01003702,350000
E01003698,475000
E01003703,535000
E01003704,432000
E01003700,427500
E01003701,457500
E01003710,497000
E01003712,392500
E01003707,480000
E01003705,468450
E01003706,295000
E01003709,477500
E01003708,467500
E01003711,452500
E01032581,311000
E01003718,212000
E01003716,495000
E01003719,515000
E01003715,418000
E01003714,408000
E01003713,522500
E01003725,350000
E01003722,347500
E01003724,411250
E01003726,401000
E01003723,325000
E01003727,347500
E01003720,295000
E01003721,433500
E01003736,380000
E01003732,250000
E01003729,
E01003730,397500
E01003731,350000
E01003733,
E01003734,350000
E01003735,340000
E01003728,388500
E01003740,432000
E01003738,430000
E01003739,370000
E01003741,420000
E01003737,587500
E01003742,400000
E01003743,425000
E01003750,595000
E01003749,499950
E01003744,665000
E01003745,950000
E01003746,695000
E01003747,852500
E01003748,885000
E01003752,450000
E01003753,261000
E01003755,
E01003754,442500
E01003756,440000
E01003757,452000
E01003758,275000
E01003751,381250
E01003762,520000
E01003764,400000
E01003761,
E01003760,440400
E01003763,457500
E01003765,485000
E01003759,727000
E01003769,375000
E01003773,442500
E01003768,192000
E01003767,
E01003770,425000
E01003771,372500
E01003772,438750
E01003766,450000
E01003775,432000
E01003774,575000
E01003777,453750
E01003778,449000
E01003779,495000
E01003780,900000
E01003776,397500
E01003785,390000
E01003784,440000
E01003783,196250
E01003781,297000
E01003788,415000
E01003782,330000
E01003786,460000
E01003787,
E01003794,710000
E01003795,1023000
E01003791,827500
E01003793,327000
E01003790,750000
E01003792,815000
E01003796,577500
E01003789,505000
E01033589,281500
E01033590,257500
E01003803,570000
E01003801,1200000
E01003802,1190000
E01003800,1785000
E01003799,1557507
E01003798,1000000
E01003797,2150000
E01003809,1300000
E01003804,650000
E01003806,1320000
E01003807,679000
E01003808,872500
E01003805,1328500
E01003810,657500
E01003812,600000
E01003811,680000
E01003814,439250
E01003813,764000
E01003815,527500
E01003821,877500
E01003819,520000
E01003817,527475
E01003820,601000
E01003818,610000
E01003816,1350000
E01003826,525000
E01003824,792550
E01003823,530500
E01003827,550000
E01003822,965000
E01003825,635000
E01003829,510000
E01003832,306225
E01003831,420000
E01003830,460000
E01003833,310000
E01003828,560000
E01003834,450000
E01003839,450000
E01003835,1030600
E01003837,730000
E01003836,915000
E01003838,545000
E01003844,645000
E01003842,595000
E01003845,544515
E01003841,301250
E01003840,500000
E01003843,462500
E01033571,1225000
E01003848,740000
E01003851,1100000
E01003846,1275000
E01003847,590000
E01003849,985000
E01003857,920000
E01003858,1040000
E01003853,2150000
E01003855,485000
E01003856,650000
E01003852,545000
E01003854,960000
E01003861,530000
E01003863,750000
E01003865,660000
E01003864,490000
E01003860,887500
E01003862,513750
E01003859,1015000
E01003871,860000
E01003869,630000
E01003866,960000
E01003867,630000
E01003870,727500
E01003872,493500
E01003868,645000
E01003874,725000
E01003873,652000
E01003878,675000
E01003877,755000
E01003879,1107500
E01003876,780000
E01003875,785000
E01003883,553000
E01003882,630250
E01003880,850000
E01003885,680000
E01003884,512500
E01003881,555000
E01003887,741000
E01003889,965000
E01003891,700000
E01003888,567500
E01003886,742000
E01003890,759975
E01003897,532000
E01003893,480000
E01003894,582500
E01003892,935000
E01003895,755000
E01003896,490000
E01003904,540000
E01003898,415000
E01003900,636750
E01003899,432500
E01003902,550000
E01003903,580000
E01003901,575000
E01003906,412600
E01003908,540000
E01003907,531000
E01003905,475000
E01003910,591475
E01003909,660000
E01033570,600000
E01003914,871000
E01003913,725000
E01003915,440000
E01003916,381000
E01003917,434000
E01003912,
E01003911,470000
E01003923,581222
E01003926,420000
E01003919,499999
E01003920,365000
E01003924,266500
E01003925,223000
E01003918,529993
E01003921,574250
E01003922,390000
E01003933,654085
E01003932,405000
E01003934,1013704
E01003929,888844
E01003935,
E01003927,654875
E01032583,900000
E01003930,865000
E01032584,566250
E01003941,605000
E01003937,412500
E01003938,470000
E01003936,687500
E01003942,497500
E01003940,382500
E01003943,
E01032720,
E01003939,520000
E01003949,416500
E01003945,409000
E01003946,465000
E01003948,406250
E01003950,362500
E01003951,384875
E01003947,311000
E01003956,750000
E01003957,520000
E01003952,813750
E01003958,737500
E01003953,645000
E01003954,693750
E01003955,675000
E01003960,482500
E01003964,275000
E01003963,326500
E01003966,
E01032722,550000
E01003961,355000
E01003971,
E01003969,432500
E01003973,
E01003974,
E01003972,462500
E01003968,
E01003970,
E01003967,
E01003981,700000
E01032803,605000
E01003976,475000
E01003978,639477
E01003979,588600
E01003977,280000
E01003980,407000
E01032646,611400
E01003975,302500
E01003988,550000
E01003984,492500
E01032805,408750
E01003987,350000
E01003986,339000
E01003989,594312
E01003990,500000
E01003983,
E01003991,431000
E01003992,
E01003993,240688
E01032639,439500
E01003994,423500
E01003995,
E01003998,547500
E01003999,500119
E01003997,560000
E01032719,469500
E01004001,558000
E01004003,346500
E01004004,486250
E01004006,520000
E01004002,685000
E01004005,422500
E01004000,420000
E01004008,330000
E01004010,414500
E01004014,296500
E01004007,365000
E01004011,349000
E01004013,385000
E01004012,360000
E01004019,412500
E01004016,610000
E01004015,622505
E01004021,480000
E01004017,815000
E01004018,630000
E01004020,440000
E01004024,359500
E01004022,487000
E01004027,770000
E01004023,425000
E01032834,985000
E01032640,858000
E01032637,572500
E01032638,750000
E01004028,438500
E01004030,547475
E01004034,455000
E01004031,489500
E01004035,
E01004032,396000
E01004029,572500
E01004033,470000
E01004036,357500
E01004042,395000
E01004043,676000
E01004037,301500
E01004039,320000
E01004038,396250
E01004041,
E01004040,233250
E01004044,
E01004048,554250
E01004052,545000
E01004050,385000
E01004051,422500
E01004045,340550
E01004046,600000
E01004049,350000
E01004047,393000
E01004058,498125
E01004054,500000
E01004055,
E01004053,500000
E01004057,540000
E01004059,597500
E01004060,492500
E01004056,457000
E01004063,775000
E01004061,745000
E01004068,454500
E01004062,440000
E01004065,745000
E01004064,460000
E01004066,556500
E01004067,347000
E01004069,1645000
E01004075,1571000
E01004071,612500
E01004070,765000
E01004073,1082500
E01004072,1132500
E01004074,1200000
E01004081,375000
E01004082,432500
E01004079,514250
E01004076,345000
E01004078,365000
E01004077,430000
E01004080,495000
E01004084,672500
E01004086,380000
E01004088,
E01004089,290000
E01004083,310000
E01004085,522500
E01004087,700000
E01004093,303500
E01004094,335000
E01004095,555000
E01004092,659000
E01004096,260000
E01004090,303000
E01004091,685000
E01004102,449725
E01004099,346500
E01004101,452000
E01004103,357500
E01004100,535500
E01004097,457500
E01004098,422000
E01004109,418750
E01004106,810000
E01004108,521000
E01004104,535000
E01004105,605000
E01004107,432000
E01004115,430000
E01004112,805000
E01004110,472500
E01032623,1125000
E01004114,1014000
E01004111,442500
E01004116,545000
E01004121,480000
E01004120,562500
E01004119,465000
E01004122,560000
E01004117,477000
E01004118,467000
E01004123,325000
E01004125,360000
E01004124,360000
E01004126,343750
E01004127,331000
E01004129,343000
E01004128,347500
E01004136,515500
E01004133,485000
E01004130,400000
E01004132,447000
E01004134,440000
E01004135,430000
E01004131,432500
E01004139,375000
E01004141,302000
E01004138,382500
E01004142,343500
E01004137,327250
E01004143,370000
E01004140,255000
E01004144,548750
E01004147,425250
E01004146,385000
E01004149,312500
E01004148,410280
E01004145,424000
E01004154,620000
E01004150,275000
E01004153,309000
E01004155,319000
E01004151,277750
E01004152,265000
E01004159,412000
E01004161,400000
E01004156,297000
E01004158,338750
E01004157,620000
E01004160,367750
E01004162,315000
E01004166,419950
E01004163,376500
E01004164,275000
E01004167,390000
E01004168,437475
E01004165,355000
E01004169,290000
E01004174,311000
E01004170,285000
E01004175,380000
E01004171,455000
E01004176,320000
E01004172,279950
E01004173,508000
E01004177,267750
E01004179,510000
E01004181,298000
E01004180,667000
E01004178,270000
E01004182,402000
E01004185,453750
E01004186,285000
E01004184,349000
E01004183,298000
E01004187,374000
E01004188,337998
E01004189,333750
E01004195,372000
E01004193,404200
E01004190,605000
E01004196,387500
E01004191,448750
E01004192,430750
E01004194,398500
E01004198,
E01004201,428750
E01004197,575000
E01004200,520500
E01004199,667500
E01004204,499620
E01004203,490000
E01004202,445000
E01004208,
E01004205,
E01004211,360000
E01004212,502444
E01004207,550000
E01004206,
E01004209,
E01032787,
E01004218,591500
E01004217,456250
E01004221,537500
E01004215,603500
E01004216,448750
E01004219,550388
E01032780,625000
E01004214,
E01004222,431250
E01032784,370000
E01004226,425000
E01004225,425000
E01004223,600000
E01004224,475000
E01004233,456250
E01004234,580000
E01004228,475000
E01004229,477500
E01004232,1000000
E01004231,
E01004230,413250
E01004241,
E01004242,405000
E01004237,293000
E01004240,558000
E01004239,353125
E01004238,345625
E01004235,280000
E01004236,345000
E01004247,310000
E01004246,475000
E01004249,245000
E01004244,320000
E01004243,
E01004245,325000
E01004248,
E01004250,479500
E01004256,336750
E01004258,540000
E01004257,
E01004253,360000
E01004254,500000
E01004255,
E01004252,480000
E01004251,595000
E01004264,
E01004266,807500
E01004263,
E01004262,
E01004261,
E01032786,510000
E01004259,429000
E01004260,455000
E01004270,425000
E01004267,395000
E01004269,488750
E01004271,520000
E01004272,420000
E01004273,465000
E01004268,352250
E01004277,731250
E01032783,347500
E01004281,435750
E01004275,538000
E01004274,628059
E01004276,542498
E01032781,542500
E01032772,543000
E01032774,459000
E01004280,490000
E01004286,
E01004288,
E01004290,435000
E01004283,362500
E01004289,450000
E01004285,462500
E01004287,380000
E01004294,1145476
E01004297,550000
E01004296,532500
E01004292,735000
E01004291,550000
E01004293,650000
E01004295,361000
E01004304,
E01004300,
E01004298,341000
E01004303,385000
E01004301,
E01032769,530000
E01004302,397500
E01032768,510000
E01004305,394000
E01004306,485000
E01004310,568000
E01004309,300000
E01004307,658750
E01004308,435000
E01004317,572500
E01004318,450000
E01004314,1087500
E01004311,550000
E01004315,710000
E01004313,510000
E01004312,458750
E01004316,670000
E01004321,
E01004319,422500
E01004324,
E01004323,378500
E01004326,
E01004325,455000
E01032767,600000
E01032766,892400
E01004322,
E01032764,457000
E01032765,440000
E01032770,450000
E01032771,567500
E01032773,420000
E01032775,499000
E01032776,482500
E01032777,349950
E01032778,459840
E01032779,610000
E01032782,480000
E01032785,450000
E01004284,350000
E01004330,473500
E01004328,375000
E01004331,454875
E01004329,470500
E01004332,475000
E01004333,566000
E01004334,385500
E01004327,366750
E01004341,500000
E01004338,510000
E01004336,422750
E01004339,430000
E01004340,283250
E01004335,
E01004337,489000
E01004347,450000
E01004343,492500
E01004344,407500
E01004345,385196
E01004342,492500
E01004348,377000
E01004346,500000
E01004349,489500
E01004351,398000
E01004350,341250
E01004353,592500
E01004354,510000
E01004352,549050
E01004358,352500
E01004356,450000
E01004355,425000
E01004357,465000
E01004359,515000
E01004361,462500
E01004360,561750
E01004362,430000
E01004368,382500
E01004363,542500
E01004365,487000
E01004364,505000
E01004366,626750
E01004367,562500
E01004372,408000
E01004374,505000
E01004375,471000
E01004370,450000
E01004371,610000
E01004376,560000
E01004369,439250
E01004373,540000
E01004383,613750
E01004378,542500
E01004379,457000
E01004380,465000
E01004381,518000
E01004382,410000
E01004377,540000
E01004387,472500
E01004385,348750
E01004388,572000
E01004389,441750
E01004390,395000
E01004384,385000
E01004386,550000
E01004395,571000
E01004397,423750
E01004392,452500
E01004394,430000
E01004391,433276
E01004393,411000
E01004396,550000
E01004404,276000
E01004403,435000
E01004398,443400
E01004401,500000
E01004400,350000
E01004402,455000
E01004399,467500
E01004411,425800
E01004412,594998
E01004406,317500
E01004405,557500
E01004409,442500
E01004410,450000
E01004408,550000
E01004407,310000
E01004416,507500
E01004418,428750
E01004419,230000
E01004413,274000
E01004414,417500
E01004417,450000
E01004415,465000
E01004421,386525
E01004424,387250
E01004423,375000
E01004427,374750
E01004425,372000
E01004426,473000
E01004422,487500
E01004420,485000
E01004435,430000
E01004428,305000
E01004429,430000
E01004430,460000
E01004434,410000
E01004432,503000
E01033153,295000
E01004441,675000
E01004439,501000
E01004440,385000
E01004437,380000
E01004436,501750
E01004438,435000
E01004442,422500
E01004448,408000
E01004449,445600
E01004445,519432
E01004446,570000
E01004447,572500
E01004443,495500
E01004444,447500
E01004454,350000
E01004456,
E01004451,500000
E01004450,430000
E01004452,412000
E01004453,330000
E01004455,405000
E01004461,520000
E01004458,530000
E01004462,268000
E01004463,414000
E01004460,629250
E01004459,
E01004457,445000
E01004467,317000
E01004466,630000
E01004470,502500
E01004471,510500
E01004464,470750
E01004468,590000
E01004469,485000
E01004465,557500
E01004477,1485000
E01004472,850000
E01004475,552500
E01004473,610000
E01004479,1360000
E01004474,449999
E01004478,1506250
E01004476,502500
E01004480,740000
E01004482,590000
E01004488,712500
E01004487,695000
E01004483,417500
E01004484,625000
E01004485,701000
E01004486,542500
E01004489,875000
E01004481,616250
E01004492,629000
E01004494,480000
E01004497,797500
E01004495,500000
E01004496,535000
E01004498,573750
E01004491,462500
E01004490,785000
E01004493,541500
E01004506,537500
E01004507,543500
E01004504,621500
E01004501,475000
E01004500,490000
E01004503,540000
E01004499,565000
E01004502,885000
E01004505,473000
E01004515,530000
E01004508,673500
E01004511,733500
E01004509,550000
E01004514,870000
E01004510,549000
E01004512,890000
E01004513,415000
E01004520,630000
E01004522,453000
E01004519,525000
E01004521,527500
E01004523,520000
E01004524,325000
E01004516,878750
E01004517,426000
E01004518,595000
E01004526,480000
E01004529,474000
E01004532,627500
E01004528,450000
E01004527,701000
E01004533,587500
E01004525,493549
E01004530,501250
E01004531,563750
E01004539,
E01004534,897500
E01004541,517500
E01004536,365000
E01004535,
E01004537,365000
E01004538,450000
E01004540,500000
E01004550,738500
E01004544,1200000
E01004542,680000
E01004545,447500
E01004543,973500
E01004547,517444
E01004546,813750
E01004549,710000
E01004548,447500
E01004559,857974
E01004555,1370000
E01004551,500000
E01004552,590250
E01004553,813475
E01004554,1137500
E01004556,1400000
E01004558,1310000
E01004557,1200000
E01004560,750000
E01004563,360000
E01004562,823520
E01004564,551000
E01004565,555000
E01033132,702950
E01033100,467500
E01004567,510000
E01004566,787500
E01004573,350000
E01004576,465000
E01004574,
E01004569,392500
E01004568,
E01004572,635000
E01004570,315000
E01004571,332500
E01004575,382500
E01004577,702500
E01004580,420000
E01033099,657475
E01004583,555000
E01004582,802500
E01004584,
E01004581,536500
E01004579,660000
E01033133,578750
E01004590,775000
E01004592,817500
E01004586,688500
E01004589,735000
E01004588,735000
E01004587,1057500
E01004585,780063
E01004591,614200
E01004601,330000
E01004593,616000
E01004595,621000
E01004598,600000
E01004599,1082500
E01004600,422500
E01004594,1048500
E01004596,828750
E01004597,825250
E01004608,580000
E01004607,730000
E01004604,1313990
E01004602,810000
E01004609,572000
E01033135,715000
E01004605,861500
E01004606,720000
E01033093,600000
E01004614,472500
E01004612,573000
E01004611,785000
E01004613,500000
E01004610,420000
E01004615,445000
E01004617,550000
E01004616,483000
E01004618,860000
E01004626,694995
E01004619,2300000
E01004623,1055000
E01004621,569500
E01004620,587000
E01004622,430000
E01004624,568000
E01004625,1585000
E01004627,720000
E01004632,417500
E01004634,443750
E01004637,600000
E01004636,572689
E01004628,495000
E01004629,1087500
E01004630,402500
E01004631,470000
E01004633,346700
E01004635,450000
E01004640,500000
E01004642,620000
E01004638,1237500
E01004639,430000
E01004644,555000
E01004645,355000
E01004643,642500
E01004641,614000
E01033098,1381000
E01033101,756000
E01004649,1307500
E01004648,790000
E01004651,695000
E01004647,688750
E01004650,1140000
E01004646,3100000
E01033607,670000
E01033606,696000
E01004652,700000
E01004656,620000
E01004654,1600000
E01004653,898750
E01004662,1265000
E01004661,1100000
E01004657,1925000
E01004663,1300000
E01004658,887500
E01004659,856500
E01004660,1317500
E01004667,1085000
E01004666,1343000
E01033599,180000
E01004668,1375000
E01004669,420000
E01033597,818500
E01004665,
E01004670,
E01033605,
E01033601,
E01033602,
